child_id,physical_abuse,emotional_abuse,sexual_abuse,victimization,parent_monitoring,parent_support,parental_warmth,family_conflict,domestic_violence_exposure,school_attendance,school_grades,school_attachment,teacher_support,school_suspensions,alcohol_use,smoking_frequency,drug_use,peer_delinquency,gang_exposure,household_income,parent_education,neighborhood_disadvantage,mental_health_score,impulsivity_score,criminal_risk,is_criminal
CHD05427,9.83,1.84,3.73,2.17,6.09,3.8,9.73,2.07,8.78,7.74,0.72,2.65,6.99,3.21,2.44,2.07,4.45,,8.84,11890.35,,9.38,0.99,4.66,48.9,0
CHD05428,2.42,2.0,1.96,11.92,6.58,9.62,7.61,4.31,5.13,7.99,12.0,4.62,8.43,4.35,1.06,3.31,1.85,8.91,0.96,127343.19,4.38,2.05,4.19,,38.6,0
CHD05429,6.81,1.78,2.64,7.79,9.18,9.89,2.73,8.56,4.21,9.35,4.08,7.33,6.69,6.11,8.46,5.03,3.91,4.72,2.81,79831.71,8.43,3.51,6.76,6.95,38.9,0
CHD05430,12.49,12.31,3.56,4.27,0.12,6.39,,3.29,4.98,3.74,5.94,6.6,8.81,3.26,5.69,1.29,4.93,8.35,7.17,114635.82,6.1,0.77,1.61,3.75,69.7,1
CHD05431,6.07,1.48,1.26,0.56,6.37,5.91,1.69,2.58,9.71,7.74,1.58,3.98,8.35,4.35,2.41,4.31,0.49,12.64,8.31,76587.68,18.86,6.57,2.79,1.86,48.9,0
CHD05432,0.89,2.64,1.44,8.18,7.33,5.71,8.77,2.16,8.8,6.61,4.42,2.98,2.62,3.85,9.4,0.5,5.98,9.05,1.0,21435.32,2.9,9.7,4.39,6.68,47.0,0
CHD05433,6.77,2.18,1.78,,0.72,4.99,3.95,2.86,2.18,5.23,7.3,5.52,,0.33,4.62,0.23,,1.58,8.93,145583.43,19.93,0.36,,1.74,41.4,0
CHD05434,0.64,7.13,3.74,3.43,8.23,9.81,9.46,,7.07,1.1,3.38,4.89,0.39,2.92,1.05,5.14,6.71,2.35,8.49,51732.77,19.88,4.69,6.85,0.7,39.3,0
CHD05435,5.96,1.58,4.91,4.96,5.18,6.1,4.04,,3.08,7.48,3.43,9.72,9.47,,2.2,6.76,9.71,4.03,1.93,61823.98,2.95,3.74,2.62,8.92,50.9,0
CHD05436,7.4,0.24,1.81,7.59,,9.5,1.42,7.33,5.42,10.19,5.83,0.64,4.78,6.16,7.99,0.09,8.51,7.3,3.33,104181.19,3.45,7.17,7.83,6.84,51.5,0
CHD05437,2.11,3.74,3.05,0.37,5.87,4.32,4.27,13.95,2.5,3.91,1.65,1.02,2.41,5.16,6.41,4.69,5.32,5.65,3.02,70887.87,8.36,5.13,0.38,5.99,64.9,1
CHD05438,8.42,3.05,1.62,9.17,7.8,9.15,0.73,,2.21,9.02,4.4,4.22,2.28,4.78,,3.04,2.46,1.34,0.13,47838.95,14.76,5.22,0.29,5.27,47.9,0
CHD05439,0.3,3.98,4.38,9.98,9.58,9.36,6.37,1.55,0.05,2.6,6.48,4.22,4.1,1.74,5.63,4.78,3.94,3.05,5.37,106717.15,10.24,0.82,7.32,1.4,30.8,0
CHD05440,8.44,7.54,4.68,5.05,6.27,9.64,2.47,2.74,6.64,,3.44,,7.28,5.3,,6.15,6.03,1.04,3.95,91534.91,9.07,2.8,9.29,8.29,49.8,0
CHD05441,4.6,0.12,0.95,5.34,4.43,7.41,9.92,,0.77,9.26,3.47,3.89,0.53,5.68,4.6,9.75,2.38,8.16,8.3,106659.54,4.35,2.49,2.85,5.77,43.2,0
CHD05442,2.18,0.38,3.27,5.19,7.46,4.11,8.99,7.7,5.53,2.78,9.33,13.42,3.65,4.17,0.01,0.25,6.75,6.81,3.33,132085.88,1.85,3.67,3.63,4.56,22.2,0
CHD05443,1.34,2.56,4.53,8.24,4.66,5.7,9.5,2.26,9.21,3.73,1.91,2.9,0.27,8.95,5.01,7.13,4.15,,6.46,70764.34,9.3,5.02,3.13,4.47,46.8,0
CHD05444,9.53,8.89,2.37,5.25,8.79,,3.25,5.36,1.02,1.84,5.68,0.06,5.89,5.45,3.37,4.56,5.75,7.98,1.76,147544.07,2.37,5.39,4.42,3.51,55.1,0
CHD05445,0.73,1.69,1.68,6.54,2.5,,3.15,9.47,3.8,3.03,1.05,0.15,8.01,1.44,8.83,3.68,8.1,9.63,6.93,112725.2,3.58,6.29,0.2,4.29,50.6,0
CHD05446,1.99,9.97,4.53,6.5,9.36,2.6,7.82,2.3,7.51,,4.69,6.49,6.69,7.85,6.44,9.46,6.8,4.65,7.88,116314.96,13.27,4.73,6.31,,55.8,1
CHD05447,3.48,8.06,1.29,5.31,2.83,11.65,2.05,7.06,7.86,1.34,8.64,6.99,2.19,6.54,0.95,9.74,3.17,5.46,14.48,102930.2,19.38,4.73,3.55,7.24,46.8,0
CHD05448,6.2,4.56,1.04,9.26,2.44,4.39,1.24,6.3,6.48,5.79,6.06,9.54,6.35,2.3,1.24,4.73,8.7,9.11,8.27,86146.98,18.43,3.03,1.62,3.44,59.9,1
CHD05449,5.45,7.48,4.4,8.53,9.0,8.78,3.74,0.48,5.64,1.27,7.87,2.94,8.92,1.42,3.68,,5.45,1.83,8.0,140992.63,18.87,6.24,3.07,14.73,49.2,0
CHD05450,1.26,5.19,3.17,0.71,6.97,4.26,9.57,5.98,7.92,0.63,8.02,4.29,2.24,3.39,6.55,5.97,2.28,7.91,5.37,50048.19,5.0,12.51,2.05,4.69,34.5,0
CHD05451,2.9,5.66,0.93,4.08,1.94,1.41,5.22,1.69,2.8,5.33,8.61,5.22,1.65,1.76,13.77,0.91,7.47,7.48,0.67,139308.71,13.68,0.24,3.67,1.07,47.0,0
CHD05452,2.39,5.81,3.21,5.85,3.74,2.0,7.57,7.62,8.16,4.19,5.63,0.67,7.69,7.92,1.51,5.03,4.79,7.57,0.32,93489.41,4.34,1.15,6.39,5.69,48.6,0
CHD05453,,6.49,,7.85,8.26,0.76,9.2,7.23,2.41,2.23,4.0,9.07,9.05,3.0,6.7,5.19,5.16,3.6,6.95,147671.09,19.26,8.71,9.39,5.22,51.5,0
CHD05454,4.11,0.61,0.45,3.59,8.65,7.08,2.68,7.33,2.74,5.96,3.0,6.79,5.48,0.29,9.34,6.72,3.92,9.48,10.94,142831.06,8.91,7.45,9.07,7.54,51.8,0
CHD05455,7.04,6.16,,6.15,3.73,8.16,5.76,0.26,0.03,0.66,,1.96,5.01,7.38,3.04,0.73,2.04,0.42,9.49,111763.98,11.54,4.16,3.21,3.85,33.0,0
CHD05456,2.17,7.17,3.02,4.37,7.47,0.36,6.3,6.13,2.34,4.11,7.19,2.42,6.98,8.73,9.24,9.96,6.68,7.49,3.54,33905.68,16.72,2.49,7.38,8.08,50.3,0
CHD05457,,,0.57,1.24,9.3,7.15,2.14,6.66,13.17,1.08,2.94,5.77,3.13,14.82,2.91,5.86,4.08,7.55,5.03,27911.55,6.94,2.97,2.71,1.14,54.1,0
CHD05458,3.91,9.79,4.53,9.95,4.5,6.59,3.26,6.8,1.55,,5.03,9.14,7.08,4.78,7.87,9.54,1.6,0.39,3.99,11400.99,10.59,2.77,0.99,8.8,54.5,0
CHD05459,9.76,1.44,2.96,6.79,5.65,6.98,1.95,5.69,2.85,8.51,13.59,6.38,,9.76,8.15,8.07,7.4,0.32,9.47,25721.45,2.42,2.57,6.82,3.79,49.9,0
CHD05460,9.55,9.1,2.92,2.95,7.31,6.23,4.63,1.66,1.76,3.98,,6.96,0.8,9.78,4.47,5.26,5.6,6.82,6.12,,13.69,7.07,0.23,5.56,61.6,1
CHD05461,8.0,6.76,0.28,6.56,,2.11,6.52,5.99,7.98,10.52,5.91,3.88,3.7,2.53,2.22,7.03,7.45,6.56,4.7,65611.05,,7.9,9.65,2.87,46.0,1
CHD05462,2.42,6.64,2.11,2.74,9.87,2.99,8.88,5.78,4.47,7.1,5.1,8.65,7.5,14.7,5.66,1.55,6.38,13.88,6.32,199992.31,18.58,5.34,2.69,4.01,52.0,0
CHD05463,0.68,8.76,0.97,7.2,9.21,6.61,5.52,6.82,7.34,9.99,9.79,1.34,8.42,,9.58,2.76,2.72,4.37,2.94,223539.21,9.49,4.44,8.14,7.95,44.3,1
CHD05464,3.17,8.32,4.04,2.36,1.36,1.15,3.22,1.72,5.66,0.99,3.64,9.11,4.72,1.48,3.18,9.79,0.04,9.72,0.33,19180.9,1.3,8.57,9.81,0.5,50.9,0
CHD05465,2.67,3.45,1.68,9.69,,6.26,3.53,9.46,2.63,9.26,3.11,8.2,6.61,4.86,7.72,7.16,6.06,4.08,6.42,26510.3,16.34,9.54,9.18,12.14,61.0,1
CHD05466,5.06,7.05,2.02,5.45,0.25,3.6,9.76,7.92,2.61,7.06,4.5,2.71,1.27,7.11,,6.81,4.03,7.6,2.19,27763.01,3.43,2.11,5.14,4.22,52.2,1
CHD05467,,0.51,3.2,14.33,9.71,2.09,9.67,5.88,,0.86,6.37,0.54,7.83,6.42,3.12,3.69,0.44,8.56,7.56,90658.17,17.92,10.92,4.93,5.92,59.1,1
CHD05468,8.58,4.64,3.59,7.06,1.17,9.67,,2.65,2.38,6.39,9.15,11.29,9.51,8.68,4.54,7.81,5.67,3.41,0.35,63460.93,1.75,8.71,9.52,3.78,50.6,0
CHD05469,,9.38,3.95,8.68,8.97,1.65,6.0,2.73,5.72,3.22,4.46,8.67,1.77,5.01,8.99,0.74,5.62,1.17,,86930.22,7.77,7.43,6.84,3.04,55.1,0
CHD05470,,2.74,0.87,8.36,,2.47,,1.28,14.41,5.91,,8.31,,6.61,5.65,,2.13,8.45,8.43,121788.68,13.88,8.47,6.23,5.95,47.0,0
CHD05471,6.87,0.5,6.11,0.6,3.44,1.2,9.77,7.17,9.73,0.1,5.57,,2.53,3.06,2.21,5.66,6.87,8.39,7.62,105798.66,5.23,2.55,6.7,2.06,56.9,1
CHD05472,3.13,5.83,0.46,2.96,4.4,1.01,5.91,2.86,2.04,3.49,5.13,1.94,6.66,6.92,4.45,8.84,,1.91,11.02,54841.16,12.67,1.86,5.74,7.36,46.8,0
CHD05473,0.61,3.55,4.28,5.58,3.74,5.98,7.92,4.89,2.92,4.86,4.3,5.7,4.63,10.74,9.19,6.66,7.13,1.91,6.28,113454.95,5.67,7.72,6.69,4.17,46.6,0
CHD05474,7.02,3.8,1.58,8.33,3.85,7.64,7.82,1.91,2.01,7.27,2.62,5.67,7.22,0.98,2.85,3.79,2.61,0.93,2.86,31210.48,19.13,8.57,,7.76,48.1,0
CHD05475,0.1,5.82,,8.76,1.01,4.36,1.39,7.86,1.57,8.37,5.77,3.17,7.3,8.8,3.3,3.15,7.45,5.32,3.02,81892.65,18.76,0.69,12.14,3.0,50.4,0
CHD05476,4.09,6.22,1.56,4.0,6.81,4.54,7.56,7.17,7.42,9.34,8.53,3.77,4.75,,2.21,0.28,5.44,9.32,0.91,77162.91,13.85,2.1,9.08,9.81,54.2,0
CHD05477,3.29,4.37,0.29,7.5,8.99,2.53,1.15,6.66,8.22,0.28,2.32,1.96,3.97,6.5,7.48,6.37,6.23,6.04,2.84,95914.83,16.59,8.61,4.41,6.63,66.6,1
CHD05478,6.93,5.08,4.18,6.42,4.46,6.85,4.22,5.59,3.19,9.43,1.89,9.64,8.97,1.99,4.17,3.12,4.38,2.3,3.47,49722.73,2.88,8.95,2.16,0.89,41.0,0
CHD05479,7.66,9.93,1.44,9.17,8.14,7.84,0.04,1.53,9.41,9.04,7.39,4.86,4.83,0.38,7.81,5.35,7.69,9.02,7.84,104071.39,5.8,6.28,12.97,2.51,51.9,0
CHD05480,3.04,,1.75,8.67,3.53,7.24,8.36,4.5,9.85,3.06,0.34,0.03,7.83,5.49,7.61,3.88,9.47,2.62,7.07,128257.38,6.1,0.37,5.29,1.23,54.1,0
CHD05481,8.12,7.07,5.64,2.47,9.42,2.5,0.42,,4.02,2.2,7.21,0.02,0.27,7.26,3.4,2.05,7.37,5.84,2.07,35713.75,19.06,9.55,3.69,7.83,50.1,0
CHD05482,2.94,1.61,0.95,3.43,11.0,5.98,6.37,8.95,6.01,9.25,9.45,,0.1,0.81,7.82,4.41,7.27,2.69,1.52,80233.68,0.41,5.69,7.03,5.73,32.5,0
CHD05483,4.46,3.6,1.02,2.74,3.08,4.69,8.19,9.89,6.51,6.9,6.45,7.9,0.15,7.59,6.81,7.51,,6.32,7.95,127322.49,11.48,1.55,1.98,6.27,47.8,0
CHD05484,7.27,,,5.18,7.22,5.08,5.53,2.53,9.95,1.5,8.85,3.01,5.03,,3.33,0.33,3.18,2.39,6.74,136150.62,8.43,0.43,9.0,2.02,43.2,0
CHD05485,6.93,4.24,4.86,0.67,2.62,3.11,2.21,7.4,2.32,5.01,6.81,0.79,1.61,6.89,8.04,1.9,1.47,2.53,2.17,22698.73,,9.18,5.01,4.69,53.8,0
CHD05486,9.87,9.55,,3.61,9.6,5.11,7.51,8.06,9.36,1.07,8.29,8.36,,6.45,,3.87,14.65,,8.93,49342.02,16.34,7.48,2.78,0.72,52.3,0
CHD05487,,4.88,2.96,9.25,4.74,5.7,0.92,4.68,9.62,7.31,4.45,1.99,1.49,2.44,6.15,5.83,8.8,6.23,3.6,140269.14,7.72,14.05,3.23,0.63,54.7,0
CHD05488,6.62,8.62,4.06,7.66,9.18,8.95,6.97,4.05,3.41,,1.8,6.91,6.64,,4.4,13.77,2.61,8.22,0.1,36451.65,21.7,3.14,6.68,3.23,53.5,0
CHD05489,6.1,0.35,2.44,3.31,2.88,6.35,0.11,4.57,3.51,,9.2,8.03,8.14,3.32,2.18,0.5,8.41,7.81,8.35,139228.02,,9.48,8.78,12.33,41.8,0
CHD05490,,4.34,2.17,4.41,5.08,4.48,6.08,6.78,3.7,5.41,7.42,4.92,5.91,4.41,7.3,9.62,3.3,2.96,13.77,104182.63,4.37,0.78,7.06,11.27,48.9,0
CHD05491,1.56,7.0,2.0,7.11,8.84,8.93,8.83,2.81,9.14,4.54,9.19,12.3,4.41,1.57,9.27,7.82,3.56,8.94,8.95,26553.04,5.92,6.06,4.31,0.19,44.8,0
CHD05492,7.52,8.64,2.27,9.32,4.73,3.11,1.03,4.46,9.44,7.8,1.46,4.91,9.34,1.65,2.61,8.29,3.41,2.61,4.61,126156.46,1.7,8.65,5.63,4.26,52.8,0
CHD05493,5.68,6.1,3.53,7.72,9.19,9.24,10.11,6.07,9.63,3.07,8.94,5.81,2.71,1.83,6.65,2.03,5.08,0.95,3.91,111806.09,1.35,3.46,0.64,4.43,38.5,0
CHD05494,2.75,1.73,4.11,9.8,4.77,5.49,7.19,4.46,2.23,,2.69,8.34,6.52,9.05,9.36,3.82,2.31,7.25,4.48,138505.6,1.39,6.71,7.47,6.74,45.8,0
CHD05495,,8.86,2.88,9.92,6.38,0.79,1.31,4.5,8.12,9.7,9.86,9.45,0.62,7.32,13.97,5.16,8.07,1.47,5.56,95610.1,5.82,4.3,6.23,2.63,63.6,1
CHD05496,3.34,5.75,4.34,1.92,9.21,4.5,2.22,9.81,13.01,,5.81,3.84,7.47,7.7,8.4,2.39,9.15,5.59,8.32,149810.22,0.1,1.81,5.45,9.37,53.9,0
CHD05497,5.79,1.08,3.19,0.26,8.16,4.67,5.05,2.51,4.34,0.05,7.68,1.85,,6.47,7.37,6.4,4.95,13.81,3.59,,5.86,9.53,9.95,7.71,54.0,0
CHD05498,11.17,,4.01,8.38,8.0,6.73,6.41,0.2,1.41,0.04,8.64,7.56,3.74,9.52,7.65,5.63,0.81,0.1,9.17,26611.16,12.59,5.23,9.95,5.4,48.2,0
CHD05499,5.69,6.99,3.45,8.93,9.3,8.61,9.67,3.43,7.66,4.75,6.42,0.66,2.05,4.82,9.65,9.65,8.32,8.33,0.85,85563.61,18.03,8.76,6.3,4.67,61.5,1
CHD05500,6.32,4.51,3.87,4.53,9.17,8.19,3.05,6.01,9.46,6.66,9.86,,2.95,3.27,5.04,1.58,6.4,0.12,4.11,77470.92,14.03,7.05,1.05,7.63,44.4,0
CHD05501,5.19,8.71,0.1,0.65,11.47,1.64,7.78,1.45,6.57,3.92,0.65,0.2,3.27,1.49,4.62,4.54,0.31,5.06,5.41,87303.63,9.72,5.67,9.06,6.17,45.2,1
CHD05502,0.51,4.24,7.5,1.7,1.72,0.96,2.69,3.77,0.1,7.43,1.97,8.31,4.79,3.62,0.4,3.1,4.36,1.27,3.79,108414.53,6.77,9.61,1.82,4.03,47.4,0
CHD05503,2.33,5.83,4.43,1.16,8.12,8.81,8.06,8.93,1.73,4.7,6.09,9.39,0.12,9.96,5.77,6.07,1.34,5.62,5.63,,23.54,8.91,6.26,1.57,40.9,0
CHD05504,4.92,2.11,4.21,1.78,9.57,3.97,2.87,1.9,5.83,4.45,9.65,8.02,4.8,8.74,2.1,4.8,0.15,4.48,12.69,28108.67,11.68,9.44,4.52,8.89,39.4,0
CHD05505,3.1,5.13,3.65,0.82,6.95,1.42,8.36,0.9,3.43,6.59,0.75,5.6,7.9,4.13,7.95,6.54,5.04,0.37,2.55,48615.15,0.06,3.34,8.59,11.67,47.6,0
CHD05506,1.82,2.23,3.94,1.17,3.76,3.3,1.43,10.75,5.64,9.82,1.58,7.44,3.19,6.04,7.65,2.29,0.51,6.72,7.79,49308.53,19.82,8.88,0.13,9.72,52.6,0
CHD05507,5.04,2.25,0.91,,6.93,8.26,4.66,7.76,1.8,6.36,9.52,6.24,,9.55,7.12,6.75,3.29,1.14,6.81,125437.06,11.97,4.48,4.83,2.91,32.4,0
CHD05508,3.23,2.8,0.24,0.33,11.09,9.88,4.11,9.67,9.27,7.71,7.19,2.58,3.19,4.64,3.71,1.42,,8.65,9.34,123850.39,2.96,6.53,2.36,4.65,51.5,0
CHD05509,2.58,0.44,1.45,8.64,6.55,8.43,9.2,6.87,3.31,3.92,,6.16,6.69,9.09,4.13,2.95,,1.65,4.27,119684.3,16.23,0.98,5.92,9.84,45.8,0
CHD05510,4.64,1.63,2.21,8.33,9.02,4.31,8.8,4.97,8.83,8.82,9.93,1.43,6.84,4.38,5.14,8.24,8.01,6.36,4.79,83958.11,13.63,1.5,0.38,4.31,44.6,0
CHD05511,1.33,4.24,1.35,6.19,12.74,9.41,3.73,,3.08,2.42,8.51,0.6,9.23,9.72,9.42,4.18,1.01,6.33,9.14,,12.26,5.35,6.93,4.86,50.2,0
CHD05512,9.28,1.31,,9.17,7.63,8.84,0.69,7.74,6.33,6.18,,3.5,7.3,6.0,7.67,1.39,2.81,,2.08,40927.22,2.03,6.09,5.45,,61.6,1
CHD05513,8.68,1.33,4.82,0.89,4.39,4.0,3.35,4.18,8.06,8.99,8.48,2.55,10.19,5.79,7.14,7.29,5.74,1.26,5.84,38173.27,13.15,3.73,5.14,7.83,49.8,0
CHD05514,,9.68,3.85,2.56,7.62,8.08,2.66,0.79,6.54,2.52,,1.1,9.21,9.23,7.55,6.37,5.63,8.57,5.77,26250.61,13.98,9.6,3.76,5.55,61.1,1
CHD05515,1.06,4.27,2.38,4.8,3.52,2.73,5.23,0.19,7.5,4.52,5.83,5.95,4.73,6.89,4.81,0.16,8.51,0.77,0.59,226169.21,9.97,1.7,7.06,5.85,39.1,0
CHD05516,7.76,4.04,0.73,,5.53,5.66,8.96,0.92,7.64,1.5,2.31,5.59,1.51,6.82,5.28,7.84,2.66,1.97,9.79,147606.41,6.99,2.41,3.55,6.87,50.1,0
CHD05517,8.08,2.68,4.36,6.27,5.53,3.53,2.11,9.92,6.73,5.56,5.9,7.63,8.3,,0.34,8.94,3.64,6.66,2.99,141657.78,19.93,3.87,7.64,3.58,54.3,0
CHD05518,7.68,5.12,4.21,8.33,5.72,6.01,1.17,2.22,3.87,3.34,,8.16,5.21,7.47,7.58,8.73,9.03,9.68,6.65,64265.49,18.42,4.4,7.07,3.56,58.3,1
CHD05519,,5.96,6.54,8.49,0.08,12.81,1.89,5.94,1.47,1.25,4.41,6.14,4.16,2.61,1.45,2.31,4.76,5.33,5.54,22328.23,18.88,8.4,1.07,9.69,55.9,1
CHD05520,6.44,12.51,0.24,3.01,8.85,13.65,9.71,4.05,6.09,6.3,0.77,4.27,9.59,7.08,0.96,10.1,8.39,1.88,7.41,107734.25,,1.78,1.02,0.45,44.8,0
CHD05521,8.34,3.94,4.49,1.5,2.91,8.92,8.17,1.73,1.58,4.61,6.45,9.68,5.59,5.97,9.57,7.99,3.46,7.86,2.19,139376.74,8.03,3.96,5.14,1.25,44.6,0
CHD05522,5.77,7.0,4.11,7.78,4.1,2.45,9.75,1.26,3.84,5.03,1.64,8.66,1.4,7.0,6.93,4.96,0.84,0.5,8.58,118808.91,15.2,2.41,3.76,,43.5,0
CHD05523,6.46,9.5,4.67,3.55,13.23,3.95,1.84,6.97,7.56,8.04,8.49,4.57,6.29,4.72,9.7,8.62,6.19,9.94,8.56,81256.58,11.94,,1.07,6.0,57.7,1
CHD05524,4.58,13.85,1.79,6.54,4.92,4.8,6.36,0.4,1.58,3.43,11.24,8.19,5.61,4.74,6.17,1.59,6.52,1.98,1.08,46478.88,15.23,9.47,3.92,3.11,43.4,0
CHD05525,5.29,1.19,3.29,0.79,8.47,5.93,3.86,2.5,9.34,,8.5,9.6,8.52,6.65,6.97,9.6,7.0,0.67,6.28,47459.77,12.52,4.96,3.64,4.26,38.5,0
CHD05526,0.34,6.52,4.32,4.89,3.49,3.61,2.65,4.4,6.4,1.56,7.65,2.98,9.74,0.56,9.93,4.75,1.8,9.07,8.09,107398.09,6.54,6.92,9.35,2.06,55.0,0
CHD05527,6.39,0.07,7.43,13.77,9.16,9.66,5.07,,9.6,1.43,0.39,1.33,4.24,2.59,2.08,12.63,3.8,7.72,3.98,71557.31,3.01,0.44,3.3,2.45,52.8,1
CHD05528,0.81,6.33,2.37,6.78,1.16,7.07,9.49,5.26,4.39,8.9,3.43,,6.52,0.13,8.51,1.89,0.18,7.77,9.97,115162.9,19.57,6.7,7.0,0.22,42.9,0
CHD05529,,4.64,2.66,6.11,4.8,6.36,9.52,8.96,2.36,4.38,8.78,3.58,9.36,9.23,4.88,,7.14,5.85,0.81,52116.76,4.45,3.87,9.32,5.52,45.5,1
CHD05530,2.93,4.91,0.15,4.54,8.86,6.5,8.1,1.44,9.75,8.79,5.22,0.96,1.49,,13.18,5.2,11.15,2.7,1.58,11875.31,6.64,9.49,9.96,13.89,43.0,0
CHD05531,5.45,,4.14,9.33,,7.93,3.35,6.72,7.21,5.73,6.56,8.15,0.22,3.06,9.15,6.23,9.0,7.84,9.45,,14.86,10.47,8.51,12.15,57.0,1
CHD05532,1.33,7.43,4.72,5.45,4.51,2.02,4.17,6.17,5.85,4.79,6.6,8.23,11.41,5.2,1.2,8.98,5.97,6.22,0.95,23130.86,19.48,5.13,8.4,1.86,50.6,1
CHD05533,6.92,7.29,2.09,0.14,5.92,1.58,3.31,2.33,8.77,8.12,6.03,10.32,5.34,4.39,0.33,,8.17,10.78,0.19,95401.41,17.17,3.25,5.56,8.56,60.6,1
CHD05534,,0.44,3.06,5.25,5.59,7.97,1.83,7.02,2.99,7.47,1.59,0.45,1.19,2.05,7.64,9.78,2.06,1.64,7.34,78068.73,16.25,6.98,11.33,2.66,45.8,0
CHD05535,1.63,7.36,2.71,,2.26,2.41,8.55,0.56,1.09,1.58,0.56,7.5,1.34,2.55,10.61,8.02,8.88,12.7,7.37,94877.17,14.21,5.63,6.84,1.49,54.6,0
CHD05536,1.04,8.3,1.74,9.61,7.72,0.59,,8.86,3.88,0.01,12.56,2.76,4.25,7.71,8.63,0.86,3.24,2.5,,172043.86,16.22,7.14,9.99,5.41,57.3,1
CHD05537,1.46,0.68,0.41,7.42,3.67,8.68,3.82,3.3,2.29,4.52,5.55,1.42,8.9,,7.25,7.54,8.28,0.09,9.97,24854.42,9.08,1.51,1.3,0.86,45.2,0
CHD05538,8.77,,2.6,0.08,0.94,7.28,9.64,5.74,0.14,13.65,6.97,8.65,1.53,5.64,0.42,9.66,2.69,8.42,6.58,125564.14,2.34,2.72,6.37,4.79,31.7,0
CHD05539,11.13,7.92,1.22,10.26,2.5,3.07,0.82,8.58,9.86,14.56,5.11,0.47,7.4,5.43,1.54,9.0,5.84,2.66,,123752.83,13.27,1.72,4.43,9.65,62.7,1
CHD05540,,4.93,3.26,9.43,8.31,9.61,7.4,,3.75,2.31,4.83,1.49,2.52,1.05,0.6,9.16,7.89,3.41,1.69,35874.86,13.78,7.31,1.61,0.93,42.4,0
CHD05541,,6.95,,7.98,9.83,0.1,1.52,4.39,11.96,8.33,9.58,10.76,2.33,5.02,3.51,6.75,3.67,9.28,3.63,114762.22,12.87,6.75,5.33,1.97,55.6,0
CHD05542,6.5,5.02,6.93,2.73,9.22,14.84,0.08,7.78,5.28,2.09,1.02,1.93,9.3,2.94,7.82,,,0.44,6.06,,19.59,8.65,1.67,0.3,50.5,0
CHD05543,8.68,9.78,3.01,6.77,4.11,3.31,5.71,6.49,4.08,2.32,6.28,,8.3,2.95,,0.93,7.98,9.84,1.57,63790.73,16.44,6.28,8.72,1.45,59.6,1
CHD05544,12.32,9.36,4.43,7.68,0.63,3.68,0.23,5.34,8.75,4.72,,2.38,6.38,8.74,6.72,3.77,3.61,7.14,14.3,100777.41,11.29,0.64,7.27,7.34,72.1,1
CHD05545,6.26,2.81,0.74,6.49,3.49,9.47,9.2,1.62,7.52,3.26,,9.33,1.05,6.84,4.65,4.16,,9.21,8.63,21281.61,4.5,0.31,0.15,5.94,42.8,0
CHD05546,0.75,3.86,4.03,8.96,6.92,3.49,7.58,2.34,1.04,9.4,9.74,3.02,5.51,3.09,8.42,5.31,1.98,0.24,4.43,146007.46,11.55,3.49,2.5,6.31,39.8,0
CHD05547,1.12,4.31,4.77,2.34,14.72,,0.02,,1.09,1.46,1.72,3.56,6.83,9.79,9.76,3.66,6.43,6.5,2.61,,,,2.1,0.01,49.6,0
CHD05548,0.49,1.04,3.61,7.47,6.94,10.62,2.77,6.17,6.07,4.54,5.17,5.51,2.06,6.39,2.56,3.28,3.41,10.77,8.46,104280.09,15.23,9.69,6.56,7.2,48.9,0
CHD05549,2.57,4.04,0.7,6.04,2.04,1.66,0.61,9.98,1.74,,1.31,7.11,2.88,0.59,0.42,8.95,9.65,3.83,9.43,107450.32,2.66,0.74,4.02,9.1,58.9,1
CHD05550,1.36,10.62,,,2.19,,8.5,6.54,12.98,11.46,5.67,,1.99,7.51,7.31,4.54,7.66,9.6,6.21,108290.39,5.07,6.46,1.55,2.9,58.4,1
CHD05551,2.6,8.47,3.96,6.84,7.56,7.75,4.38,6.02,1.1,0.33,2.97,3.31,9.96,4.6,2.15,9.45,6.03,7.24,0.11,134762.68,10.43,1.66,2.7,1.75,51.9,0
CHD05552,3.85,8.86,4.31,4.33,6.22,0.67,9.7,4.16,7.56,3.97,2.93,7.71,9.9,13.99,,8.55,6.58,0.74,,16999.58,11.8,3.29,5.77,1.08,56.9,1
CHD05553,9.43,0.15,2.43,1.16,1.18,6.75,6.27,9.49,5.31,8.1,6.95,2.07,4.83,0.15,9.85,0.12,4.47,0.86,7.98,140673.79,6.44,3.76,2.79,7.36,52.7,0
CHD05554,6.1,,4.1,6.37,2.96,7.43,8.87,8.67,8.52,10.92,,5.0,0.06,9.83,,3.22,1.71,7.33,9.91,67770.23,4.42,12.81,3.41,6.87,43.4,0
CHD05555,8.35,5.03,0.77,9.58,8.93,4.79,9.88,6.99,4.89,9.09,1.3,1.38,2.13,3.22,4.96,2.55,4.84,3.76,4.45,,12.71,0.68,8.41,8.01,44.7,0
CHD05556,7.1,2.06,2.88,3.32,4.32,9.76,4.69,4.22,12.27,3.13,9.27,0.55,,4.74,2.38,,1.44,7.38,0.14,106774.34,3.07,2.78,1.7,0.3,57.6,1
